Handle,SKU,Name,Category,Description,Sold by weight,Option 1 name,Option 1 value,Option 2 name,Option 2 value,Option 3 name,Option 3 value,Default price,Cost,Barcode,SKU of included item,Quantity of included item,Track stock,Use production,Supplier,Purchase cost,Available for sale [Factory],Price [Factory],In stock [Factory],Low stock [Factory],Optimal stock [Factory],Available for sale [Stock Room],Price [Stock Room],In stock [Stock Room],Low stock [Stock Room],Optimal stock [Stock Room],item_name,uom_detail,uomDenomination,uomDimension
khao-soi-noodles-(g),10066,Khao Soi Crispy Noodles (kg),Ingredients,"<p>Khao Soi Noodles, (750g/bag) 100B/bag. There is no maximum or minimum. Order when needed.**Actually, we ordered 2bags/time &nbsp;</p>",Y,,,,,,,135.00,0.00,,,,Y,,,0.00,Y,135.00,-10.965,,,N,variable,0.000,,,Khao Soi Crispy Noodles,kg,kg,mass
khao-soi---milk-chocolate-50%-(75g),8857126163353,Khao Soi Curry Milk Chocolate (75g),Finished Goods (Core),"<p>Khao Soi - Milk Chocolate 50%. Includes foil, chocolate, flavoring, and wrapper.&nbsp;</p>",N,,,,,,,variable,11.16,8857126163353,10004,0.067,N,Y,,,Y,variable,0.000,400.000,150.000,Y,145.00,98.000,48.000,180.000,Khao Soi Curry Milk Chocolate,75g,,other
,,,,,,,,,,,,,,,10066,0.004,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10064,0.002,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10037,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10038,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10042,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10016,1.000,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10102,0.003,,,,,,,,,,,,,,,,,,
king-power-mango-popping-75g,10295,King Power Mango Popping (75g),Discontinued,<p>Special bar for King Power 35th Anniversary</p>,N,,,,,,,variable,10.22,,10004,0.058,N,Y,,,N,variable,0.000,,,N,variable,0.000,,,King Power Mango Popping,75g,,other
,,,,,,,,,,,,,,,10293,0.011,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10068,0.006,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10102,0.003,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10294,1.000,,,,,,,,,,,,,,,,,,
kp-box-(new),10322,KP Box (New),Packing,<p>36*49.5*20.5 cm. กระดาษ A125/M</p>,N,,,,,,,36.00,0.00,KP N,,,Y,,Lanna Inter-Pack,,Y,variable,340.000,,,Y,36.00,752.000,100.000,,KP Box (New),,,
kumquat-(kg),10474,Kumquat (kg),Ingredients,<p>Kumquat 500g/per pack</p>,N,,,,,,,470.00,0.00,,,,Y,,"Fareeda Dried Fruits Co.,Ltd.",,Y,470.00,1.752,,,N,variable,0.000,,,Kumquat,kg,kg,mass
100*150-label-sticker,10319,Label Sticker 100*150 mm,Packing,<p>100*150 millimeter</p>,N,,,,,,,190.00,0.00,STICK 100,,,Y,,Sticker Direct thermal label,,N,190.00,0.000,,,Y,190.00,4.000,3.000,,Label Sticker 100*150 mm,,,
32*25-label-sticker,10320,Label Sticker 32*25 mm,Packing,,N,,,,,,,199.00,0.00,STICK 32,,,Y,,Sticker Direct thermal label,,N,199.00,0.000,,,Y,199.00,7.000,3.000,,Label Sticker 32*25 mm,,,
ุ60*40-label-sticker,10318,Label Sticker 60*40 mm,Packing,<p>60*40 millimeter</p>,N,,,,,,,139.00,0.00,STICK 60,,,Y,,Sticker Direct thermal label,,N,139.00,0.000,,,Y,139.00,6.000,3.000,,Label Sticker 60*40 mm,,,
lecithin,10007,Lecithin  Powder(g),Ingredients,"<p>Sunflower Lecithin, Pure Powder, 1 Jar is 454 grams.</p>",N,,,,,,,750.00,0.00,,,,Y,,,0.00,Y,750.00,20000.000,500.000,800.000,N,variable,0.000,,,Lecithin  Powder,g,g,mass
lecithin-sunflower-liquid,10337,Lecithin Sunflower Liquid (ml),Ingredients,<p>Bottle / 16 fl oz (473 ml)</p>,N,,,,,,,1090.00,0.00,,,,Y,,Farmvitamin,,Y,1090.00,647.000,,,N,variable,0.000,,,Lecithin Sunflower Liquid,ml,ml,volume
lemongrass-and-perilla-seeds-gourmet-market-dark-choco-70-(75g),8857126163650,Lemongrass & Perilla Seed 70% Dark - Gourmet Market (75g),Discontinued,"<p>Lemongrass and Perilla Seeds - Gourmet Market - Dark Chocolate 70% (75g). Large Bar. Includes foil, chocolate, flavoring, and wrapper.&nbsp;</p>",N,,,,,,,variable,14.02,8857126163650,10010,0.069,N,Y,,,N,variable,0.000,50.000,150.000,Y,variable,0.000,48.000,180.000,Lemongrass & Perilla Seed 70% Dark - Gourmet Market,75g,,other
,,,,,,,,,,,,,,,10049,0.004,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10056,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10102,0.003,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10100,1.000,,,,,,,,,,,,,,,,,,
lemongrass-cashews-(100g),10288,Lemongrass Cashews (100g),Discontinued,,N,,,,,,,variable,11.99,,10010,0.065,N,Y,,,N,variable,0.000,,,Y,variable,0.000,,,Lemongrass Cashews,100g,,other
,,,,,,,,,,,,,,,10047,0.033,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10056,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10090,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10248,1.000,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10249,1.000,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10287,2.000,,,,,,,,,,,,,,,,,,
lemongrass-oil-(ml),10056,Lemongrass Oil (ml),Ingredients,"<p>Lemongrass Oil, 1 Bottle = 1,000 ml</p>",Y,,,,,,,800.00,0.00,,,,Y,,Nutrifood Creation Limited Partnership,0.00,Y,800.00,995.724,300.000,500.000,N,variable,0.000,,,Lemongrass Oil,ml,ml,volume
lid-sticker-for-drinking-chocolate,10355,Lid Sticker for Drinking Chocolate,Discontinued,<p>Lid sticker for mint drinking chocolate</p>,N,,,,,,,variable,0.00,,,,N,,,,N,variable,,,,N,variable,,,,Lid Sticker for Drinking Chocolate,,,
lotus-seeds-(kg),10262,Lotus Seeds (kg),Discontinued,"<p>Lotus seeds, used for Mooncake bar (1 kg/Bag)</p>",Y,,,,,,,590.00,0.00,,,,N,,,,N,590.00,,,,N,590.00,,,,Lotus Seeds,kg,kg,mass
lucky-citrus-chinese-(75g),10478,Lucky Citrus-Chinese (2026) (75g),Finished Good (others),"<p>Seasonal: kumquat, Pomelo and Orange candies in Dark Chocolate 70%</p>",N,,,,,,,variable,9.55,,10010,0.057,N,Y,,,Y,variable,-8.000,,,Y,variable,99.000,,,Lucky Citrus-Chinese,75g,,other
,,,,,,,,,,,,,,,10474,0.003,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10071,0.005,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10082,0.010,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10102,0.003,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10476,1.000,,,,,,,,,,,,,,,,,,
m+-box,10324,M+ Box,Packing,,N,,,,,,,17.50,0.00,BOX M,,,Y,,G.M. Box Chiang Mai,,N,17.50,0.000,,,Y,17.50,20.000,10.000,,M+ Box,,,
mala-70%-dark-chocolate---chili-fest-2025-(75g),10354,Mala 70% Dark Chocolate - Chili Fest 2025 (75g),Discontinued,<p>Chili Fest special - 70% chocolate with Mala chili powder</p>,N,,,,,,,variable,12.61,,10010,0.075,N,Y,,,N,variable,0.000,,,Y,variable,0.000,,,Mala 70% Dark Chocolate - Chili Fest 2025,75g,,other
,,,,,,,,,,,,,,,10358,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10102,0.003,,,,,,,,,,,,,,,,,,
mala-powder-(g),10358,Mala Powder (g),Discontinued,<p>Mala used for Chili Fest 2025</p>,Y,,,,,,,variable,0.00,,,,Y,,,0.00,N,variable,450.000,,,N,variable,0.000,,,Mala Powder,g,g,mass
mango-chili---dark-chocolate-70%-(75g),8857126163179,Mango Chili 70% Dark Chocolate (75g),Finished Goods (Core),"<p>Mango Chili - Dark Chocolate 70%. Includes foil, chocolate, flavoring, and wrapper.&nbsp;</p>",N,,,,,,,variable,10.73,8857126163179,10010,0.064,N,Y,,,Y,variable,558.000,300.000,800.000,Y,145.00,530.000,48.000,180.000,Mango Chili 70% Dark Chocolate,75g,,other
,,,,,,,,,,,,,,,10073,0.009,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10038,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10042,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10102,0.003,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10020,1.000,,,,,,,,,,,,,,,,,,
mango-jelly-(kg),10293,Mango Jelly (kg),Ingredients,<p>Mango jelly for Coated chocolate</p>,Y,,,,,,,110.00,0.00,,,,Y,,Hia Pleam LumYai Market,,Y,110.00,15.235,5.000,10.000,N,variable,0.000,,,Mango Jelly,kg,kg,mass
mango-jelly-popping-candy-milk-chocolate---loi-kratong-(75g),10461,Mango Jelly Popping Candy Milk Chocolate - Loi Kratong (75g),Finished Good (others),<p>2025 Loi Kratong special - mango jelly popping candy milk chocolate</p>,N,,,,,,,variable,9.31,,10004,0.056,N,Y,,,N,variable,0.000,,,Y,145.00,10.000,,,Mango Jelly Popping Candy Milk Chocolate - Loi Kratong,75g,,other
,,,,,,,,,,,,,,,10293,0.011,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10068,0.008,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10102,0.003,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10096,1.000,,,,,,,,,,,,,,,,,,
"mango,-dried-(kg)",10073,"Mango, Dried (kg)",Ingredients,<p>Dried Mango Soft Diced size 8-10mm&nbsp; &nbsp;1 Bag = 12 KG</p>,Y,,,,,,,325.00,0.00,,,,Y,,Kanitsak (Garden Fruits),0.00,Y,325.00,20.920,10.000,30.000,N,variable,0.000,,,"Mango, Dried",kg,kg,mass
masala-chai---milk-chocolate-50%-(20g),8857126163155,Masala Chai Milk Chocolate (20g),Finished Goods (Core),"<p>Masala Chai - Milk Chocolate 50% (20g). Small Bar. Includes foil, chocolate, flavoring, and wrapper.&nbsp;</p>",N,,,,,,,variable,3.87,8857126163155,10004,0.019,N,Y,,,Y,variable,490.000,100.000,300.000,Y,60.00,195.000,48.000,180.000,Masala Chai Milk Chocolate,20g,,other
,,,,,,,,,,,,,,,10165,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10033,1.000,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10054,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10053,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10166,0.001,,,,,,,,,,,,,,,,,,
masala-chai---milk-chocolate-50%,8857126163070,Masala Chai Milk Chocolate (75g),Finished Goods (Core),"<p>Masala Chai - Milk Chocolate 50% (75g). Large Bar. Includes foil, chocolate, flavoring, and wrapper.&nbsp;</p>",N,,,,,,,variable,12.71,8857126163070,10004,0.072,N,Y,,,Y,variable,31.000,250.000,800.000,Y,145.00,130.000,48.000,180.000,Masala Chai Milk Chocolate,75g,,other
,,,,,,,,,,,,,,,10054,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10053,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10102,0.003,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10021,1.000,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10165,0.001,,,,,,,,,,,,,,,,,,
masala-chai---milk-chocolate-50%-(8g-squares),10173,Masala Chai Milk Chocolate (8g Squares),Discontinued,"<p>Masala Chai - Milk Chocolate 50% in 8-gram square quantities. Includes foil, packaging, flavoring and chocolate.</p>",N,,,,,,,variable,1.72,,10004,0.007,N,Y,,,N,variable,0.000,,,N,variable,0.000,,,Masala Chai Milk Chocolate,8g Squares,,other
,,,,,,,,,,,,,,,10165,0.001,,,,,,,,,,,,,,,,,,
masala-chai-mix-(g),10165,Masala Chai Mix (kg),Ingredients,<p>Masala Chai Mix (g)</p>,Y,,,,,,,variable,732.07,,10039,0.660,N,Y,,,N,variable,-13.260,,,N,variable,0.000,,,Masala Chai Mix,kg,kg,mass
,,,,,,,,,,,,,,,10041,0.150,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10051,0.150,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10040,0.040,,,,,,,,,,,,,,,,,,
matcha-powder-(kg),10155,Matcha Powder (kg),Discontinued,<p>Matcha Powder (kg)</p>,Y,,,,,,,4280.00,0.00,,,,N,,,,N,4280.00,,,,N,4280.00,,,,Matcha Powder,kg,kg,mass
melia-box,10340,Melia Box,Packing,,N,,,,,,,15.00,0.00,MEA,,,Y,,,,N,15.00,0.000,,,Y,15.00,0.000,,,Melia Box,,,
mini-marshmallows-(kg),10269,Mini Marshmallows (kg),Discontinued,<p>mini mallows for Halloween Campfire Smores bar (170g/Bag)</p>,Y,,,,,,,205.00,0.00,,,,Y,,Yok Intertrade,0.00,N,205.00,0.000,,,N,205.00,0.000,,,Mini Marshmallows,kg,kg,mass
mint-drinking-chocolate-(150g),10350,Mint Drinking Chocolate (150g),Discontinued,"<p>Special Christmas order - Mint Drinking Chocolate 150g in silver bag, inside tin with wrapper and sticker</p>",N,,,,,,,variable,3.26,,10009,0.073,N,Y,,,N,variable,0.000,,,Y,variable,0.000,,,Mint Drinking Chocolate,150g,,other
,,,,,,,,,,,,,,,8 850456 103778,0.066,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10086,0.008,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10042,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10351,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10355,1.000,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10352,1.000,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10353,1.000,,,,,,,,,,,,,,,,,,
mint-oil-(ml),10058,Mint Oil (l),Discontinued,"<p>Mint Oil, 1 Bottle = 59ml</p>",Y,,,,,,,3000.00,0.41,,,,Y,,Nutrifood Creation Limited Partnership,0.00,N,3000.00,764.158,,,N,3000.00,0.000,,,Mint Oil,l,l,volume
molasses,10448,Molasses (g),Ingredients,"<h1 style='box-sizing: border-box; font-family: Prompt, Poppins, -apple-system, BlinkMacSystemFont, ""Segoe UI"", Roboto, Oxygen, Ubuntu, Cantarell, ""Open Sans"", ""Helvetica Neue"", sans-serif; margin-top: 0px; margin-bottom: 0.5rem; font-weight: 700; line-height: 33px; font-size: 25px; color: rgb(28, 60, 52); font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; letter-spacing: normal; orphans: 2; text-align: left; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgb(255, 255, 255); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial;' id=""isPasted"">(Blackstrap Molasses) Food grade &nbsp;500 g/ gallon</h1>",N,,,,,,,381.00,0.00,,,,Y,,Yok Intertrade,,Y,381.00,2100.000,200.000,300.000,N,variable,0.000,,,Molasses,g,g,mass
mooncake-milk-chocolate-(75g),10095,Mooncake Milk Chocolate (75g),Discontinued,"<p>Seasonal - Mooncake Milk Chocolate, with salted egg, &nbsp;roasted lotus seed, and sunflower seeds. 75g bar.</p>",N,,,,,,,variable,10.49,,10004,0.063,N,Y,,,N,variable,0.000,,,Y,variable,0.000,,,Mooncake Milk Chocolate,75g,,other
,,,,,,,,,,,,,,,10261,0.003,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10262,0.003,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10263,0.006,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10102,0.003,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10279,1.000,,,,,,,,,,,,,,,,,,
movenpick-chiang-mai-belly-band,10395,Movenpick Chiang Mai Belly band,Sleeve Logo,<p>สายคาด Movenpick สุริวงศ์เชียงใหม่</p>,N,,,,,,,1.00,0.00,,,,Y,,,,N,1.00,0.000,,,Y,1.00,57.000,100.000,,Movenpick Chiang Mai Belly band,,,
movenpick-khao-yai-belly-band,10394,Movenpick Khao Yai Belly band,Sleeve Logo,<p>สายคาด Moven Khao Yai</p>,N,,,,,,,1.00,0.00,,,,Y,,,,N,1.00,0.000,,,Y,1.00,274.000,100.000,,Movenpick Khao Yai Belly band,,,
movenpick-na-jomtien-belly-band,10396,Movenpick Na Jomtien Belly band,Sleeve Logo,<p>สายคาด Movenpick สาขานาจอมเทียน พัทยา</p>,N,,,,,,,1.00,0.00,,,,Y,,,,N,1.00,0.000,,,N,1.00,37.000,100.000,,Movenpick Na Jomtien Belly band,,,
nail-polish-remover,10141,Nail Polish Remover (bottle),Supplies,<p>Nail Polish Remover&nbsp;</p>,N,,,,,,,25.00,0.00,,,,Y,,,,Y,25.00,9.000,1.000,2.000,N,25.00,0.000,,,Nail Polish Remover,bottle,bottle,count
nutmeg-(kg),10154,Nutmeg (kg),Discontinued,"<p>Nutmeg, in kilograms&nbsp;</p>",Y,,,,,,,1800.00,1804.88,,,,N,,,,N,1800.00,,,,N,1800.00,,,,Nutmeg,kg,kg,mass
nysa,10348,Nysa Box,Packing,,N,,,,,,,15.00,0.00,,,,Y,,,,N,variable,0.000,,,Y,15.00,1020.000,50.000,,Nysa Box,,,
orange-&-5-spice---chinese-new-year-(75g),10266,Orange & 5 Spice - Chinese New Year (75g),Discontinued,<p>Seasonal - Chinese New Year 75g</p>,N,,,,,,,variable,16.67,,10010,0.064,N,Y,,,N,variable,0.000,,,N,variable,0.000,,,Orange & 5 Spice - Chinese New Year,75g,,other
,,,,,,,,,,,,,,,10082,0.010,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10052,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10102,0.003,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10097,1.000,,,,,,,,,,,,,,,,,,
orange-gloves,10435,Orange Gloves,Cleaning,<p>Orange Gloves for Cleaning</p>,N,,,,,,,15.00,0.00,,,,N,,,,Y,15.00,,,,N,15.00,,,,Orange Gloves,,,
organic-cane-sugar,8 850456 103778,Organic Cane Sugar (kg),Ingredients,<p>Wangkanai Organic Cane Sugar. Sold in 1kg bags. Used for making base chocolate. Price includes shipping costs. Updated with each new addition to inventory. (25bags per sack)</p>,Y,,,,,,,32.00,24.00,8 850456 103778,,,Y,,"Credence Co., Ltd.",24.00,Y,32.00,533.296,500.000,1200.000,N,variable,0.000,,,Organic Cane Sugar,kg,kg,mass
outer-packaging-for-tasting-box,10219,Outer packing for Tasting Box,Packaging,<p>Outer packaging for tasting box. Each square also has its own packaging and foil.</p>,N,,,,,,,variable,0.00,,,,Y,,,0.00,Y,variable,300.000,,,N,variable,0.000,,,Outer packing for Tasting Box,,,
"paper-bag-w/-window-4.75""-x-8""",10127,"Paper Bag w/ Window 4.75"" x 8""",Packaging,<p>Paper Bag with Window 4.75 inches by 8 inches&nbsp; for 80g</p>,N,,,,,,,95.00,0.00,,,,Y,,,0.00,N,95.00,80.000,,500.000,N,95.00,0.000,,,"Paper Bag w/ Window 4.75"" x 8""",,,
paper-baking-cups-(for-almond-butter-cups),10151,Paper Baking Cups (for almond butter cups),Packaging,<p>Paper Baking Cups used for almond butter cups (1 roll/1000pcs)</p>,N,,,,,,,42.00,0.00,,,,Y,,,0.00,Y,42.00,7000.000,2000.000,3000.000,N,variable,0.000,,,Paper Baking Cups (for almond butter cups),,,
parchment-paper/-baking-paper,10150,Parchment Paper/ Baking Paper,Supplies,<p>Parchment Paper or Baking Paper&nbsp;</p>,N,,,,,,,35.00,0.00,,,,Y,,Yok Intertrade,,Y,35.00,32.000,5.000,6.000,N,35.00,0.000,,,Parchment Paper/ Baking Paper,,,
passion-fruit-powder-(kg),10292,Passion Fruit Powder (kg),Discontinued,<p>passion fruit powder - dehydrated for us from fresh</p>,Y,,,,,,,variable,0.00,,,,N,,,,N,variable,,,,N,variable,,,,Passion Fruit Powder,kg,kg,mass
peanut-curry/masaman-(75g),8857126163193,Peanut Curry 70% Dark Chocolate (75g),Finished Goods (Core),"<p>Peanut Curry/Masaman large bar. Includes foil, chocolate, flavoring, and wrapper.&nbsp;</p>",N,,,,,,,variable,11.07,8857126163193,10010,0.062,N,Y,,,Y,variable,-311.000,200.000,600.000,Y,145.00,98.000,48.000,180.000,Peanut Curry 70% Dark Chocolate,75g,,other
,,,,,,,,,,,,,,,10044,0.006,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10070,0.006,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10039,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10038,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10037,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10056,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10054,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10102,0.003,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10023,1.000,,,,,,,,,,,,,,,,,,
peanuts-(g),10044,Peanuts (kg),Ingredients,"<p>Peanuts, 1 Bag =1kg</p>",Y,,,,,,,128.00,0.00,,,,Y,,Yok Intertrade,0.00,Y,128.00,10.776,3.000,10.000,N,variable,0.000,,,Peanuts,kg,kg,mass
peacon-nut-(kg),10449,Pecans (kg),Ingredients,<p>Peacon 1kg/pack</p>,Y,,,,,,,936.00,0.00,,,,Y,,Yok Intertrade,0.00,Y,936.00,2.796,1.000,2.000,N,variable,0.000,,,Pecans,kg,kg,mass
peppermint-&-candied-nibs-70%-dark-chocolate---christmas-(75g),10271,Peppermint & Candied Nibs 70% Dark Chocolate - Christmas (75g),Discontinued,<p>Seasonal - peppermint &amp; candied nibs in 70% dark chocolate CHRISTMAS 75g</p>,N,,,,,,,variable,12.37,,10010,0.070,N,Y,,,N,variable,0.000,,,Y,variable,0.000,,,Peppermint & Candied Nibs 70% Dark Chocolate - Christmas,75g,,other
,,,,,,,,,,,,,,,10058,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10001,0.003,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,8 850456 103778,0.001,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10102,0.003,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10281,1.000,,,,,,,,,,,,,,,,,,
perilla-seeds-(g),10049,Perilla Seeds (kg),Discontinued,"<p>Perilla Seeds, 1 Bag = 2,500 g&nbsp;</p>",Y,,,,,,,350.00,44.12,,,,Y,,Yok Intertrade,0.00,N,350.00,0.810,1.000,2.000,N,350.00,0.000,,,Perilla Seeds,kg,kg,mass
pineapple-chips-(kg),10077,Pineapple Chips (kg),Discontinued,"<p>Pineapple Chips, 1 Bag = 2.5kg</p>",Y,,,,,,,480.00,0.00,,,,Y,,Healthy Bakery,0.00,Y,480.00,7.000,2.000,3.000,N,variable,0.000,,,Pineapple Chips,kg,kg,mass
coconut-and-pineapple---gourmet-market---coconut-chocolate-(75g),10164,Pineapple Coconut 65% Dark Chocolate - Gourmet Market (75g),Discontinued,"<p>Coconut and Pineapple- Gourmet Market - Coconut Chocolate 65% (75g). Large Bar. Includes foil, chocolate, flavoring, and wrapper.&nbsp;</p>",N,,,,,,,variable,13.07,,10087,0.060,N,Y,,,N,variable,0.000,50.000,150.000,Y,variable,0.000,48.000,180.000,Pineapple Coconut 65% Dark Chocolate - Gourmet Market,75g,,other
,,,,,,,,,,,,,,,10078,0.009,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10104,1.000,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10102,0.003,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10077,0.003,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10043,0.003,,,,,,,,,,,,,,,,,,
"""pineapple-pops""---paleo-robbie---dipped-pineapple-(100g)",10194,Pineapple Pops - Paleo Robbie (100g),Finished Good (others),"<p>&quot;Pineapple Pops&quot;, Paleo Robbie, packaged in 100-gram bags.</p>",N,,,,,,,variable,6.69,,10078,0.065,N,Y,,,N,variable,0.000,,,Y,variable,0.000,,,Pineapple Pops - Paleo Robbie,100g,,other
,,,,,,,,,,,,,,,10089,0.030,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10050,0.005,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10130,1.000,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10094,1.000,,,,,,,,,,,,,,,,,,
"pineapple,-dried-(kg)",10078,"Pineapple, Dried (kg)",Ingredients,"<p>Pineapple, Dried, 1 Bag = 9.5kg</p>",Y,,,,,,,520.00,0.68,,,,Y,,,0.00,N,520.00,4.575,3.000,8.000,N,520.00,0.000,,,"Pineapple, Dried",kg,kg,mass
pink-salt-(g),10158,Pink Salt (kg),Ingredients,<p>Pink Salt in grams- 2kg/pack</p>,Y,,,,,,,429.00,0.47,,,,Y,,Yok Intertrade,0.00,Y,429.00,3.882,,,N,429.00,0.000,,,Pink Salt,kg,kg,mass
plastic-food-wrap-(roll),10374,Plastic Food Wrap (roll),Supplies,<p>40cmm* 600M</p>,N,,,,,,,617.00,0.00,,,,Y,,Yok Intertrade,,Y,617.00,2.000,,,N,617.00,0.000,,,Plastic Food Wrap,roll,roll,count
plum-powder-(g),10050,Plum Powder (g),Ingredients,"<p>Plum Powder, 1 Bag = 1,000g</p>",Y,,,,,,,110.00,7.80,,,,Y,,Yok Intertrade,0.00,Y,110.00,2.500,0.500,2.000,N,variable,0.000,,,Plum Powder,g,g,mass
"pomelo,-dried-(kg)",10071,"Pomelo, Dried Diced (kg)",Ingredients,"<p>Pomelo, Dried, 1 Bag = 5kg (We order 40 kg per time)</p>",Y,,,,,,,256.00,0.08,,,,Y,,GCF International Company Limited,0.00,Y,256.00,22.345,5.000,20.000,N,variable,0.000,,,"Pomelo, Dried Diced",kg,kg,mass
popping-candy-(g),10068,Popping Candy (kg),Ingredients,"<p>Popping Candy, 1 Bag = 300g&nbsp;</p>",Y,,,,,,,1385.00,0.00,,,,Y,,Jia Jia Intergroup,0.00,N,1385.00,4.422,,,N,1385.00,0.000,,,Popping Candy,kg,kg,mass
loi-kratong-popping-passion-fruit-milk-chocolate-75g,10291,Popping Passion Fruit Milk Chocolate - Loi Kratong  (75g),Discontinued,<p>Milk chocolate with passionfruit and popping candy - Loi Kratong 2024</p>,N,,,,,,,variable,109.72,,10004,0.660,N,Y,,,N,variable,0.000,,,Y,variable,0.000,,,Popping Passion Fruit Milk Chocolate - Loi Kratong,75g,,other
,,,,,,,,,,,,,,,10068,0.006,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10096,1.000,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,10102,0.002,,,,,,,,,,,,,,,,,,
