Handle,SKU,Name,Category,Description,Sold by weight,Option 1 name,Option 1 value,Option 2 name,Option 2 value,Option 3 name,Option 3 value,Default price,Cost,Barcode,SKU of included item,Quantity of included item,Track stock,Use production,Supplier,Purchase cost,Available for sale [Factory],Price [Factory],In stock [Factory],Low stock [Factory],Optimal stock [Factory],Available for sale [Stock Room],Price [Stock Room],In stock [Stock Room],Low stock [Stock Room],Optimal stock [Stock Room],item_name,uom_detail,uomDenomination,uomDimension
wrapper---gourmet-market-banana-&-coconut-(75g),10103,Wrapper - Banana & Coconut Milk - Gourmet Market (75g),Discontinued,<p>Wrapper for Exclusive Gourmet Market Banana &amp; Coconut Big Bar (75g)</p>,N,,,,,,,variable,2.35,,,,Y,,,0.00,N,variable,-97.000,150.000,500.000,N,variable,0.000,,,Wrapper - Banana & Coconut Milk - Gourmet Market,75g,,other
wrapper---banana,10015,Wrapper - Banana Crunch (75g),Packaging,<p>Wrapper for the Banana Big Bar (75g)</p>,N,,,,,,,variable,0.00,,,,Y,,BangkokPack,0.00,Y,variable,300.000,1000.000,4000.000,N,variable,0.000,,,Wrapper - Banana Crunch,75g,,other
wrapper---banana-slit-(75g),10110,Wrapper - Banana Split - Smash Daddy's (75g),Packaging,,N,,,,,,,variable,0.00,,,,Y,,BangkokPack,0.00,Y,variable,1093.000,1000.000,,N,variable,0.000,,,Wrapper - Banana Split - Smash Daddy's,75g,,other
wrapper---ceremonial-matcha-(75g),10186,Wrapper - Ceremonial Matcha (75g),Discontinued,<p>Wrapper for Matcha White Chocolate Big Bar. 75g.</p>,N,,,,,,,variable,0.00,,,,N,,,,N,variable,,,,N,variable,,,,Wrapper - Ceremonial Matcha,75g,,other
wrapper---coconut-curry-(75g),10018,Wrapper - Coconut Curry (75g),Packaging,<p>Wrapper for the Coconut Curry Big Bar (75g)</p>,N,,,,,,,variable,0.73,,,,Y,,BangkokPack,0.00,Y,variable,97.000,1500.000,5000.000,N,variable,0.000,,,Wrapper - Coconut Curry,75g,,other
wrapper---coconut-(20g),10032,Wrapper - Coconut Milk (20g),Packaging,<p>Wrapper for the Coconut Small bar (20g)</p>,N,,,,,,,variable,0.00,,,,Y,,BangkokPack,0.00,Y,variable,679.000,2500.000,5000.000,N,variable,0.000,,,Wrapper - Coconut Milk,20g,,other
wrapper---coconut,10017,Wrapper - Coconut Milk (75g),Packaging,<p>Wrapper for the Coconut Big Bar (75g)</p>,N,,,,,,,variable,0.00,,,,Y,,BangkokPack,0.00,Y,7.45,3557.000,3000.000,8000.000,N,variable,0.000,,,Wrapper - Coconut Milk,75g,,other
wrapper---coffee-(20g),10035,Wrapper - Coffee Crunch (20g),Packaging,<p>Wrapper for the Coffee Small bar (20g)</p>,N,,,,,,,variable,0.00,,,,Y,,BangkokPack,0.00,Y,variable,2284.000,1000.000,2500.000,N,variable,0.000,,,Wrapper - Coffee Crunch,20g,,other
wrapper---coffee-crunch-(75g),10019,Wrapper - Coffee Crunch (75g),Packaging,<p>Wrapper for the Coffee Crunch Big Bar (75g)</p>,N,,,,,,,variable,0.00,,,,Y,,BangkokPack,0.00,Y,variable,1055.000,4000.000,8000.000,N,variable,0.000,,,Wrapper - Coffee Crunch,75g,,other
wrapper---durian-(20g),10036,Wrapper - Durian (20g),Packaging,<p>Wrapper for the Durian Small Bar (20g)</p>,N,,,,,,,variable,0.00,,,,Y,,BangkokPack,0.00,Y,variable,3808.000,2500.000,5000.000,N,variable,0.000,,,Wrapper - Durian,20g,,other
wrapper---durian-(75g),10026,Wrapper - Durian (75g),Packaging,<p>Wrapper for the Durian Big Bar (75g)</p>,N,,,,,,,variable,0.00,,,,Y,,BangkokPack,0.00,Y,variable,732.000,4000.000,10000.000,N,variable,0.000,,,Wrapper - Durian,75g,,other
wrapper---german-chocolate-cake---christmas-(75g),10466,Wrapper - German Chocolate Cake - Christmas (75g),Packaging,,N,,,,,,,variable,0.00,,,,Y,,,,Y,variable,690.000,,,N,variable,0.000,,,Wrapper - German Chocolate Cake - Christmas,75g,,other
wrapper---gingerbread-(75g),10280,Wrapper - Gingerbread - Christmas (75g),Packaging,,N,,,,,,,variable,0.00,,,,Y,,BangkokPack,0.00,Y,variable,612.000,,,N,variable,0.000,,,Wrapper - Gingerbread - Christmas,75g,,other
wrapper---pomelo-(75g),10025,Wrapper - Hill Coffee & Pomelo (75g),Packaging,<p>Wrapper for the Pomelo Big Bar (75g)</p>,N,,,,,,,variable,0.00,,,,Y,,BangkokPack,0.00,Y,variable,1748.000,4000.000,10000.000,N,variable,0.000,,,Wrapper - Hill Coffee & Pomelo,75g,,other
wrapper---international-banana-&-coconut-(75g),10113,Wrapper - International Banana & Coconut (75g),Discontinued,<p>Wrapper for International Banana &amp; Coconut Big Bar (75g)</p>,N,,,,,,,variable,8.00,,,,Y,,,,N,variable,436.000,,,N,variable,0.000,,,Wrapper - International Banana & Coconut,75g,,other
wrapper---international-banana-crunch-(75g),10115,Wrapper - International Banana Crunch (75g),Discontinued,<p>Wrapper for International Banana Crunch Big Bar (75g)</p>,N,,,,,,,variable,8.00,,,,Y,,,,N,variable,40.000,,,N,variable,0.000,,,Wrapper - International Banana Crunch,75g,,other
wrapper---international-jackfruit-(75g),10112,Wrapper - International Jackfruit (75g),Discontinued,<p>Wrapper for International Jackfruit Big Bar (75g)</p>,N,,,,,,,variable,8.00,,,,Y,,,,N,variable,538.000,,,N,variable,0.000,,,Wrapper - International Jackfruit,75g,,other
wrapper---international-lemongrass-(75g),10111,Wrapper - International Lemongrass (75g),Discontinued,<p>Wrapper for International Lemongrass Big Bar (75g)</p>,N,,,,,,,variable,8.00,,,,Y,,,,N,variable,540.000,,,N,variable,0.000,,,Wrapper - International Lemongrass,75g,,other
wrapper---international-paleo-robbie-almonds-+-salt,10118,Wrapper - International Paleo Robbie - Simply Almond,Discontinued,<p>Wrapper for International Paleo Robbie Almonds + Salt Big Bar (75g)</p>,N,,,,,,,variable,3.64,,,,Y,,,0.00,N,variable,550.000,,,N,variable,0.000,,,Wrapper - International Paleo Robbie - Simply Almond,,,
wrapper---international-paleo-robbie-cacao-+-milk-(75g),10116,Wrapper - International Paleo Robbie - Simply Cacao (75g),Discontinued,<p>Wrapper for International Paleo Robbie Cacao + Milk Big Bar (75g)</p>,N,,,,,,,variable,8.00,,,,Y,,,0.00,N,variable,227.000,,,N,variable,0.000,,,Wrapper - International Paleo Robbie - Simply Cacao,75g,,other
wrapper---international-paleo-robbie-milk-+-vanilla-(75g),10117,Wrapper - International Paleo Robbie - Simply Vanilla (75g),Discontinued,<p>Wrapper for International Paleo Robbie Milk + Vanilla Big Bar (75g)</p>,N,,,,,,,variable,3.81,,,,Y,,,0.00,N,variable,573.000,,,N,variable,0.000,,,Wrapper - International Paleo Robbie - Simply Vanilla,75g,,other
wrapper---international-pineapple-coconut-(75g),10114,Wrapper - International Pineapple Coconut (75g),Discontinued,<p>Wrapper for International Pineapple Coconut Big Bar (75g)</p>,N,,,,,,,variable,8.00,,,,Y,,,,N,variable,71.000,,,N,variable,0.000,,,Wrapper - International Pineapple Coconut,75g,,other
wrapper---gourmet-market-jackfruit-(75g),10101,Wrapper - Jackfruit - Gourmet Market (75g),Discontinued,<p>Wrapper for Exclusive Gourmet Market Jackfruit Big Bar (75g)</p>,N,,,,,,,variable,8.53,,,,Y,,,0.00,N,variable,-12.000,150.000,500.000,N,variable,0.000,,,Wrapper - Jackfruit - Gourmet Market,75g,,other
wrapper---jujube-walnut---chinese-new-year-2025-(75g),10363,Wrapper - Jujube Walnut - Chinese New Year 2025 (75g),Discontinued,,N,,,,,,,variable,0.00,,,,Y,,,,N,variable,-82.000,,,N,variable,0.000,,,Wrapper - Jujube Walnut - Chinese New Year 2025,75g,,other
wrapper---khao-soi,10016,Wrapper - Khao Soi Curry (75g),Packaging,<p>Wrapper for the Khao Soi Big Bar (75g)</p>,N,,,,,,,variable,0.02,,,,Y,,BangkokPack,0.00,Y,variable,2608.000,1000.000,4000.000,N,variable,0.000,,,Wrapper - Khao Soi Curry,75g,,other
wrapper---king-power-35th-anniversary-75g,10294,Wrapper - King Power 35th Anniversary 75g,Discontinued,<p>Wrapper for King Power Anniversary</p>,N,,,,,,,variable,0.00,,,,N,,,,N,variable,,,,N,variable,,,,Wrapper - King Power 35th Anniversary 75g,,,
wrapper---gourmet-market-lemongrass-(75g),10100,Wrapper - Lemongrass & Perilla Seed - Gourmet Market (75g),Discontinued,<p>Wrapper for Exclusive Gourmet Market Lemongrass Big Bar &nbsp;(75g)</p>,N,,,,,,,variable,1.42,,,,Y,,,0.00,N,variable,-44.000,150.000,500.000,N,variable,0.000,,,Wrapper - Lemongrass & Perilla Seed - Gourmet Market,75g,,other
wrapper---loi-kratong-(75g),10096,Wrapper - Loi Kratong (75g),Packaging,<p>Wrapper for Seasonal Bar Loi Kratong Big Bar (75g)</p>,N,,,,,,,variable,0.00,,,,Y,,,0.00,Y,variable,950.000,,,N,variable,0.000,,,Wrapper - Loi Kratong,75g,,other
wrapper---lucky-citrus-(75g),10476,Wrapper - Lucky Citrus (75g),Packaging,<p>For Chinese New Year 2026</p>,N,,,,,,,variable,0.00,,,,Y,,BangkokPack,,Y,variable,1359.000,,,N,variable,0.000,,,Wrapper - Lucky Citrus,75g,,other
wrapper---mango-chili-(75g),10020,Wrapper - Mango Chili (75g),Packaging,<p>Wrapper for the Mango Chili Big Bar (75g)</p>,N,,,,,,,variable,0.00,,,,Y,,BangkokPack,0.00,Y,variable,-11.000,4000.000,8000.000,N,variable,0.000,,,Wrapper - Mango Chili,75g,,other
wrapper---masala-(20g),10033,Wrapper - Masala Chai (20g),Packaging,<p>Wrapper for the Masala Chai Small bar (20g)</p>,N,,,,,,,variable,0.00,,,,Y,,BangkokPack,0.00,Y,variable,2110.000,1000.000,2500.000,N,variable,0.000,,,Wrapper - Masala Chai,20g,,other
wrapper---masala-chai-(75g),10021,Wrapper - Masala Chai (75g),Packaging,<p>Wrapper for the Masala Chai Big Bar (75g)</p>,N,,,,,,,variable,0.00,,,,Y,,BangkokPack,0.00,Y,variable,5798.000,4000.000,8000.000,N,variable,0.000,,,Wrapper - Masala Chai,75g,,other
wrapper---mooncake-(75g),10279,Wrapper - Mooncake (75g),Discontinued,,N,,,,,,,variable,0.00,,,,N,,,,N,variable,,,,N,variable,,,,Wrapper - Mooncake,75g,,other
wrapper---chinese-new-year-(75g),10097,Wrapper - Orange & 5 Spice - Chinese New Year (75g),Discontinued,<p>Wrapper for Seasonal Chinese New Year Big Bar (75g)</p>,N,,,,,,,variable,7.50,,,,N,,,,N,variable,,,,N,variable,,,,Wrapper - Orange & 5 Spice - Chinese New Year,75g,,other
wrapper---peanut-curry-(75g),10023,Wrapper - Peanut Curry (75g),Packaging,<p>Wrapper for the Peanut Curry Big Bar (75g)</p>,N,,,,,,,variable,0.26,,,,Y,,BangkokPack,0.00,Y,variable,2512.000,3000.000,8000.000,N,variable,0.000,,,Wrapper - Peanut Curry,75g,,other
wrapper---peppermint-&-candied-nibs-(75g),10281,Wrapper - Peppermint & Candied Nibs - Christmas (75g),Discontinued,,N,,,,,,,variable,0.00,,,,Y,,BangkokPack,0.00,N,variable,66.000,,,N,variable,0.000,,,Wrapper - Peppermint & Candied Nibs - Christmas,75g,,other
wrapper---gourmet-market-pineapple-coconut-(75g),10104,Wrapper - Pineapple & Coconut - Gourmet Market (75g),Discontinued,<p>Wrapper for Exclusive Gourmet Market Pineapple Coconut Big Bar (75g)</p>,N,,,,,,,variable,3.13,,,,Y,,,0.00,N,variable,-152.000,150.000,500.000,N,variable,0.000,,,Wrapper - Pineapple & Coconut - Gourmet Market,75g,,other
wrapper---signature-70%-(20g),10030,Wrapper - Signature 70% (20g),Packaging,<p>Wrapper for the Signature 70% Small Bar (20g)</p>,N,,,,,,,variable,0.00,,,,Y,,BangkokPack,0.00,Y,variable,197.000,1000.000,2500.000,N,variable,0.000,,,Wrapper - Signature 70%,20g,,other
signature-70%-wrapper,10201,Wrapper - Signature 70% (75g),Packaging,<p>Wrapper for the Signature Dark 70% Big Bar (75g)</p>,N,,,,,,,variable,7.00,,,,Y,,BangkokPack,7.00,Y,variable,592.000,3000.000,8000.000,N,variable,0.000,,,Wrapper - Signature 70%,75g,,other
wrapper---signature-85%-(25g),10029,Wrapper - Signature 85% (20g),Packaging,<p>Wrapper for the Signature 85% Small Bar (20g)</p>,N,,,,,,,variable,0.12,,,,Y,,BangkokPack,0.00,Y,variable,-672.000,1000.000,4000.000,N,variable,0.000,,,Wrapper - Signature 85%,20g,,other
signature-85%-wrapper,10002,Wrapper - Signature 85% (75g),Packaging,<p>Wrapper for the Signature 85% Big Bar (75g)</p>,N,,,,,,,variable,7.00,,,,Y,,BangkokPack,7.00,Y,variable,88.000,1000.000,4000.000,N,variable,0.000,,,Wrapper - Signature 85%,75g,,other
wrapper---signature-milk-(25g),10028,Wrapper - Signature Milk (20g),Packaging,<p>Wrapper for the Signature Milk Small Bar (20g)</p>,N,,,,,,,variable,0.00,,,,Y,,BangkokPack,0.00,Y,variable,949.000,1000.000,2500.000,N,variable,0.000,,,Wrapper - Signature Milk,20g,,other
wrapper---signature-milk,10005,Wrapper - Signature Milk (75g),Packaging,<p>Wrapper for the Signature Milk Big Bar (75g)</p>,N,,,,,,,variable,6.50,,,,Y,,BangkokPack,6.50,Y,variable,934.000,3000.000,8000.000,N,variable,0.000,,,Wrapper - Signature Milk,75g,,other
wrapper---paleo-robbie-almonds-+-salt-(75g_,10108,Wrapper - Simply Almond - Paleo Robbie (75g),Packaging,<p>Wrapper for Exclusive Paleo Robbie Almonds + Salt Big Bar (75g)</p>,N,,,,,,,variable,0.00,,,,Y,,,0.00,Y,variable,233.000,150.000,500.000,N,variable,0.000,,,Wrapper - Simply Almond - Paleo Robbie,75g,,other
wrapper---paleo-robbie-cacao-+-milk-(75g),10106,Wrapper - Simply Cacao - Paleo Robbie (75g),Packaging,<p>Wrapper for Exclusive Paleo Robbie Cacao + Milk Big Bar (75g)</p>,N,,,,,,,variable,0.01,,,,Y,,,0.00,Y,8.00,349.000,150.000,500.000,N,variable,0.000,,,Wrapper - Simply Cacao - Paleo Robbie,75g,,other
wrapper---paleo-robbie-milk-+-vanilla-(75g),10107,Wrapper - Simply Vanilla - Paleo Robbie (75g),Packaging,<p>Wrapper for Exclusive Paleo Robbie Milk + Vanilla Big Bar (75g)</p>,N,,,,,,,variable,0.00,,,,Y,,,0.00,Y,variable,266.000,150.000,500.000,N,variable,0.000,,,Wrapper - Simply Vanilla - Paleo Robbie,75g,,other
wrapper---campfire-smores---halloween-(75g),10283,Wrapper - Smoky Smores - Halloween (75g),Discontinued,,N,,,,,,,variable,0.00,,,,Y,,BangkokPack,0.00,N,variable,19.000,,,N,variable,0.000,,,Wrapper - Smoky Smores - Halloween,75g,,other
wrapper---sparkling-strawberry-(75g),10477,Wrapper - Sparkling Strawberry -Valentine's 2026 (75g),Packaging,<p>For Valentine&#39;s Day 2026</p>,N,,,,,,,variable,0.00,,,,Y,,BangkokPack,,Y,variable,170.000,,,N,variable,0.000,,,Wrapper - Sparkling Strawberry -Valentine's 2026,75g,,other
wrapper---chili-(20g),10031,Wrapper - Thai Bullet Chili (20g),Packaging,<p>Wrapper for the Chili Small bar (20g)</p>,N,,,,,,,variable,0.65,,,,Y,,BangkokPack,0.00,Y,variable,1504.000,1000.000,2500.000,N,variable,0.000,,,Wrapper - Thai Bullet Chili,20g,,other
wrapper---chili-(75g),10024,Wrapper - Thai Bullet Chili (75g),Packaging,<p>Wrapper for the Chili Big Bar (75g)</p>,N,,,,,,,variable,0.00,,,,Y,,BangkokPack,0.00,Y,variable,2362.000,3000.000,8000.000,N,variable,0.000,,,Wrapper - Thai Bullet Chili,75g,,other
wrapper---thai-tea-(25g),10027,Wrapper - Thai Tea (20g),Packaging,<p>Wrapper for the Thai Tea Small Bar (20g)</p>,N,,,,,,,variable,0.00,,,,Y,,BangkokPack,0.00,Y,variable,2773.000,2500.000,5000.000,N,variable,0.000,,,Wrapper - Thai Tea,20g,,other
wrapper---thai-tea-(75g),10022,Wrapper - Thai Tea (75g),Packaging,<p>Wrapper for the Thai Tea Big Bar (75g)</p>,N,,,,,,,variable,0.00,,,,Y,,BangkokPack,0.00,Y,variable,6056.000,5000.000,10000.000,N,variable,0.000,,,Wrapper - Thai Tea,75g,,other
wrapper---tom-yum-(75g),10284,Wrapper - Tom Yum (75g),Packaging,,N,,,,,,,variable,0.00,,,,Y,,BangkokPack,0.00,Y,variable,2683.000,3000.000,5000.000,N,variable,0.000,,,Wrapper - Tom Yum,75g,,other
wrapper---valentine's-(75g),10098,Wrapper - Valentine's (75g),Discontinued,<p>Wrapper for Seasonal Valentine&#39;s Big Bar (75g)</p>,N,,,,,,,variable,0.00,,,,Y,,,0.00,N,variable,1670.000,,,N,variable,0.000,,,Wrapper - Valentine's,75g,,other
wrapper---songkran-(75g),10099,Wrapper - Vanilla Jasmine - Songkran (75g),Discontinued,<p>Wrapper for Seasonal Songkran Big Bar (75g)</p>,N,,,,,,,variable,7.50,,,,Y,,,0.00,N,variable,397.000,,,N,variable,0.000,,,Wrapper - Vanilla Jasmine - Songkran,75g,,other
wrapper--cmseo-(oem),10473,Wrapper- CMSEO (75g),Packaging,<p>CMSEO Green wrapper 75g (OEM)</p>,N,,,,,,,20.00,0.00,,,,N,,,,N,20.00,,,,N,variable,,,,Wrapper- CMSEO,75g,,other
yellow-gloves,10434,Yellow Gloves,Cleaning,<p>Yellow Gloves for Cleaning</p>,N,,,,,,,85.00,0.00,,,,Y,,,,Y,85.00,3.000,,,N,85.00,0.000,,,Yellow Gloves,,,
ziploc-bags---m,10124,Ziploc Bags - M (Kg) (25*38CM),Supplies,<p>Medium-sized Ziploc Bags &nbsp;containing the wrapped chocolate 25*38CM=10*15 inch (per KG)</p>,N,,,,,,,103.00,0.00,,,,Y,,Yok Intertrade,,N,103.00,5.000,,,N,103.00,0.000,,,Ziploc Bags - M,Kg,kg,mass
ziploc-bags---l,10123,Ziploc Bags (kg) (20*30cm),Supplies,<p>Large Ziploc Bags&nbsp;</p>,N,,,,,,,101.00,0.00,,,,Y,,Chiang Mai Plastic,,Y,101.00,9.000,,,N,101.00,0.000,,,Ziploc Bags,kg,kg,mass
ziplock-bag-(30*45-cm),10455,Ziplock Bag (30*45 cm),Supplies,,N,,,,,,,variable,0.00,,,,N,,,,Y,variable,,,,N,variable,,,,Ziplock Bag (30*45 cm),,,
ziplock-bag-(kg)-(13*20cm),10328,Ziplock bag (kg) (13*20cm),Supplies,<p>Ziplock bag (kg) (13*20cm) for the sample chocolate</p>,N,,,,,,,96.00,0.00,,,,Y,,Chiang Mai Plastic,,Y,96.00,6.000,1.000,3.000,N,96.00,0.000,,,Ziplock bag,kg,kg,mass
